ProjectId,LifeCycleMonths,Scenario,Fuel type,Units,Applicant comment,Year,Cost
CL-001,36,PP,Wood or wood chips,GJ,,2067,0.0
CL-001,36,PP,Electricity,GJ,,2068,0.0
CL-001,36,PP,Natural Gas,GJ,,2068,0.0
CL-001,36,PP,Coal - sub bituminous,GJ,,2068,0.0
CL-001,36,PP,Coal - bituminous,GJ,,2068,0.0
CL-001,36,PP,Coal - lignite,GJ,,2068,0.0
CL-001,36,PP,Diesel,GJ,,2068,0.0
CL-001,36,PP,LPG,GJ,,2068,0.0
CL-001,36,PP,Light fuel oil,GJ,,2068,0.0
CL-001,36,PP,Heavy fuel oil,GJ,,2068,0.0
CL-001,36,PP,Geothermal,GJ,,2068,0.0
CL-001,36,PP,Wood or wood chips,GJ,,2068,0.0
CL-001,36,PP,Electricity,GJ,,2069,0.0
CL-001,36,PP,Natural Gas,GJ,,2069,0.0
CL-001,36,PP,Coal - sub bituminous,GJ,,2069,0.0
CL-001,36,PP,Coal - bituminous,GJ,,2069,0.0
CL-001,36,PP,Coal - lignite,GJ,,2069,0.0
CL-001,36,PP,Diesel,GJ,,2069,0.0
CL-001,36,PP,LPG,GJ,,2069,0.0
CL-001,36,PP,Light fuel oil,GJ,,2069,0.0
CL-001,36,PP,Heavy fuel oil,GJ,,2069,0.0
CL-001,36,PP,Geothermal,GJ,,2069,0.0
CL-001,36,PP,Wood or wood chips,GJ,,2069,0.0
CL-001,36,PP,Electricity,GJ,,2070,0.0
CL-001,36,PP,Natural Gas,GJ,,2070,0.0
CL-001,36,PP,Coal - sub bituminous,GJ,,2070,0.0
CL-001,36,PP,Coal - bituminous,GJ,,2070,0.0
CL-001,36,PP,Coal - lignite,GJ,,2070,0.0
CL-001,36,PP,Diesel,GJ,,2070,0.0
CL-001,36,PP,LPG,GJ,,2070,0.0
CL-001,36,PP,Light fuel oil,GJ,,2070,0.0
CL-001,36,PP,Heavy fuel oil,GJ,,2070,0.0
CL-001,36,PP,Geothermal,GJ,,2070,0.0
CL-001,36,PP,Wood or wood chips,GJ,,2070,0.0
